COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
Lassen,2017.00,Total population,All ages,All ages,131.00,44.00,
Los Angeles,2017.00,Total population,All ages,All ages,49504.00,50.00,
Madera,2017.00,Total population,All ages,All ages,979.00,61.70,
Marin,2017.00,Total population,All ages,All ages,564.00,23.50,
Mariposa,2017.00,Total population,All ages,All ages,63.00,46.50,
Mendocino,2017.00,Total population,All ages,All ages,567.00,70.90,
Merced,2017.00,Total population,All ages,All ages,2067.00,73.90,
Modoc,2017.00,Total population,All ages,All ages,77.00,106.00,
Mono,2017.00,Total population,All ages,All ages,40.00,32.00,
Monterey,2017.00,Total population,All ages,All ages,1916.00,43.10,
Napa,2017.00,Total population,All ages,All ages,537.00,40.20,
Nevada,2017.00,Total population,All ages,All ages,306.00,38.50,
Orange,2017.00,Total population,All ages,All ages,9084.00,29.70,
Placer,2017.00,Total population,All ages,All ages,1193.00,34.70,
Plumas,2017.00,Total population,All ages,All ages,86.00,63.20,
Riverside,2017.00,Total population,All ages,All ages,10076.00,43.20,
Sacramento,2017.00,Total population,All ages,All ages,10129.00,68.60,
San Benito,2017.00,Total population,All ages,All ages,340.00,61.20,
San Bernardino,2017.00,Total population,All ages,All ages,11204.00,51.40,
San Diego,2017.00,Total population,All ages,All ages,10339.00,31.70,
San Francisco,2017.00,Total population,All ages,All ages,3247.00,41.70,
San Joaquin,2017.00,Total population,All ages,All ages,4881.00,65.90,
San Luis Obispo,2017.00,Total population,All ages,All ages,800.00,33.30,
San Mateo,2017.00,Total population,All ages,All ages,2346.00,31.80,
Santa Barbara,2017.00,Total population,All ages,All ages,1471.00,33.50,
Santa Clara,2017.00,Total population,All ages,All ages,5865.00,30.70,
Santa Cruz,2017.00,Total population,All ages,All ages,772.00,29.80,
Shasta,2017.00,Total population,All ages,All ages,722.00,45.30,
Sierra,2017.00,Total population,All ages,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2017.00,Total population,All ages,All ages,159.00,42.10,
Solano,2017.00,Total population,All ages,All ages,3850.00,91.70,
Sonoma,2017.00,Total population,All ages,All ages,1938.00,41.60,
Stanislaus,2017.00,Total population,All ages,All ages,3077.00,56.60,
Sutter,2017.00,Total population,All ages,All ages,301.00,31.70,
Tehama,2017.00,Total population,All ages,All ages,350.00,59.70,
Trinity,2017.00,Total population,All ages,All ages,55.00,50.10,
Tulare,2017.00,Total population,All ages,All ages,2134.00,43.40,
Tuolumne,2017.00,Total population,All ages,All ages,244.00,53.60,
Ventura,2017.00,Total population,All ages,All ages,2836.00,34.80,
Yolo,2017.00,Total population,All ages,All ages,894.00,43.30,
Yuba,2017.00,Total population,All ages,All ages,366.00,47.90,
California,2017.00,Child vs. adult,0–17 years,0–17 years,68787.00,74.50,
Alameda,2017.00,Child vs. adult,0–17 years,0–17 years,3179.00,90.70,
Alpine,2017.00,Child vs. adult,0–17 years,0–17 years,0.00,0.00,
Amador,2017.00,Child vs. adult,0–17 years,0–17 years,38.00,71.20,
Butte,2017.00,Child vs. adult,0–17 years,0–17 years,226.00,49.40,
Calaveras,2017.00,Child vs. adult,0–17 years,0–17 years,50.00,70.30,
Colusa,2017.00,Child vs. adult,0–17 years,0–17 years,37.00,61.90,
Contra Costa,2017.00,Child vs. adult,0–17 years,0–17 years,2204.00,89.40,
Del Norte,2017.00,Child vs. adult,0–17 years,0–17 years,52.00,88.70,
El Dorado,2017.00,Child vs. adult,0–17 years,0–17 years,163.00,46.90,
Fresno,2017.00,Child vs. adult,0–17 years,0–17 years,4371.00,153.90,
Glenn,2017.00,Child vs. adult,0–17 years,0–17 years,27.00,36.20,
Humboldt,2017.00,Child vs. adult,0–17 years,0–17 years,173.00,61.70,
Imperial,2017.00,Child vs. adult,0–17 years,0–17 years,691.00,126.80,
Inyo,2017.00,Child vs. adult,0–17 years,0–17 years,32.00,78.40,
Kern,2017.00,Child vs. adult,0–17 years,0–17 years,2219.00,86.40,
Kings,2017.00,Child vs. adult,0–17 years,0–17 years,506.00,109.70,
Lake,2017.00,Child vs. adult,0–17 years,0–17 years,112.00,82.20,
Lassen,2017.00,Child vs. adult,0–17 years,0–17 years,35.00,63.70,
Los Angeles,2017.00,Child vs. adult,0–17 years,0–17 years,19061.00,82.50,
Madera,2017.00,Child vs. adult,0–17 years,0–17 years,562.00,132.60,
Marin,2017.00,Child vs. adult,0–17 years,0–17 years,165.00,32.70,
Mariposa,2017.00,Child vs. adult,0–17 years,0–17 years,14.00,50.90,
Mendocino,2017.00,Child vs. adult,0–17 years,0–17 years,192.00,100.00,
Merced,2017.00,Child vs. adult,0–17 years,0–17 years,894.00,112.30,
Modoc,2017.00,Child vs. adult,0–17 years,0–17 years,19.00,105.30,
Mono,2017.00,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2017.00,Child vs. adult,0–17 years,0–17 years,747.00,64.30,
Napa,2017.00,Child vs. adult,0–17 years,0–17 years,152.00,52.50,
Nevada,2017.00,Child vs. adult,0–17 years,0–17 years,80.00,50.30,
Orange,2017.00,Child vs. adult,0–17 years,0–17 years,3828.00,53.10,
Placer,2017.00,Child vs. adult,0–17 years,0–17 years,372.00,50.10,
Plumas,2017.00,Child vs. adult,0–17 years,0–17 years,29.00,96.80,
Riverside,2017.00,Child vs. adult,0–17 years,0–17 years,3931.00,66.10,
Sacramento,2017.00,Child vs. adult,0–17 years,0–17 years,3169.00,87.60,
San Benito,2017.00,Child vs. adult,0–17 years,0–17 years,138.00,97.20,
San Bernardino,2017.00,Child vs. adult,0–17 years,0–17 years,4519.00,78.20,
San Diego,2017.00,Child vs. adult,0–17 years,0–17 years,4291.00,52.90,
San Francisco,2017.00,Child vs. adult,0–17 years,0–17 years,1049.00,75.30,
San Joaquin,2017.00,Child vs. adult,0–17 years,0–17 years,1692.00,85.30,
San Luis Obispo,2017.00,Child vs. adult,0–17 years,0–17 years,270.00,53.70,
San Mateo,2017.00,Child vs. adult,0–17 years,0–17 years,752.00,46.10,
Santa Barbara,2017.00,Child vs. adult,0–17 years,0–17 years,574.00,55.90,
Santa Clara,2017.00,Child vs. adult,0–17 years,0–17 years,1834.00,40.80,
Santa Cruz,2017.00,Child vs. adult,0–17 years,0–17 years,290.00,48.30,
Shasta,2017.00,Child vs. adult,0–17 years,0–17 years,229.00,61.20,
Sierra,2017.00,Child vs. adult,0–17 years,0–17 years,0.00,0.00,
Siskiyou,2017.00,Child vs. adult,0–17 years,0–17 years,45.00,52.50,
Solano,2017.00,Child vs. adult,0–17 years,0–17 years,1199.00,120.60,
Sonoma,2017.00,Child vs. adult,0–17 years,0–17 years,561.00,58.00,
Stanislaus,2017.00,Child vs. adult,0–17 years,0–17 years,1121.00,77.10,
Sutter,2017.00,Child vs. adult,0–17 years,0–17 years,118.00,47.50,
Tehama,2017.00,Child vs. adult,0–17 years,0–17 years,139.00,91.10,
Trinity,2017.00,Child vs. adult,0–17 years,0–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017.00,Child vs. adult,0–17 years,0–17 years,1054.00,73.40,
Tuolumne,2017.00,Child vs. adult,0–17 years,0–17 years,62.00,71.40,
Ventura,2017.00,Child vs. adult,0–17 years,0–17 years,1080.00,54.90,
Yolo,2017.00,Child vs. adult,0–17 years,0–17 years,294.00,58.80,
Yuba,2017.00,Child vs. adult,0–17 years,0–17 years,121.00,56.00,
California,2017.00,Child vs. adult,18+ years,18+ years,111266.00,37.40,
Alameda,2017.00,Child vs. adult,18+ years,18+ years,5763.00,44.40,
Alpine,2017.00,Child vs. adult,18+ years,18+ years,0.00,0.00,
Amador,2017.00,Child vs. adult,18+ years,18+ years,138.00,51.80,
Butte,2017.00,Child vs. adult,18+ years,18+ years,710.00,43.90,
Calaveras,2017.00,Child vs. adult,18+ years,18+ years,148.00,49.80,
Colusa,2017.00,Child vs. adult,18+ years,18+ years,25.00,16.80,
Contra Costa,2017.00,Child vs. adult,18+ years,18+ years,4502.00,53.30,
Del Norte,2017.00,Child vs. adult,18+ years,18+ years,98.00,51.60,
El Dorado,2017.00,Child vs. adult,18+ years,18+ years,487.00,38.20,
Fresno,2017.00,Child vs. adult,18+ years,18+ years,3412.00,48.10,
Glenn,2017.00,Child vs. adult,18+ years,18+ years,102.00,48.90,
Humboldt,2017.00,Child vs. adult,18+ years,18+ years,678.00,69.00,
Imperial,2017.00,Child vs. adult,18+ years,18+ years,600.00,44.50,
Inyo,2017.00,Child vs. adult,18+ years,18+ years,78.00,68.00,
Kern,2017.00,Child vs. adult,18+ years,18+ years,2634.00,40.30,
Kings,2017.00,Child vs. adult,18+ years,18+ years,568.00,53.30,
Lake,2017.00,Child vs. adult,18+ years,18+ years,370.00,79.40,
Lassen,2017.00,Child vs. adult,18+ years,18+ years,96.00,37.20,
Los Angeles,2017.00,Child vs. adult,18+ years,18+ years,30443.00,38.70,
Madera,2017.00,Child vs. adult,18+ years,18+ years,417.00,37.10,
Marin,2017.00,Child vs. adult,18+ years,18+ years,399.00,20.40,
Mariposa,2017.00,Child vs. adult,18+ years,18+ years,49.00,45.00,
Mendocino,2017.00,Child vs. adult,18+ years,18+ years,375.00,60.80,
Merced,2017.00,Child vs. adult,18+ years,18+ years,1173.00,60.60,
Modoc,2017.00,Child vs. adult,18+ years,18+ years,58.00,106.30,
Mono,2017.00,Child vs. adult,18+ years,18+ years,31.00,32.10,
Monterey,2017.00,Child vs. adult,18+ years,18+ years,1169.00,35.70,
Napa,2017.00,Child vs. adult,18+ years,18+ years,385.00,35.90,
Nevada,2017.00,Child vs. adult,18+ years,18+ years,226.00,34.40,
Orange,2017.00,Child vs. adult,18+ years,18+ years,5256.00,21.60,
Placer,2017.00,Child vs. adult,18+ years,18+ years,821.00,29.30,
Plumas,2017.00,Child vs. adult,18+ years,18+ years,57.00,51.50,
Riverside,2017.00,Child vs. adult,18+ years,18+ years,6145.00,35.30,
Sacramento,2017.00,Child vs. adult,18+ years,18+ years,6960.00,61.90,
San Benito,2017.00,Child vs. adult,18+ years,18+ years,202.00,48.60,
San Bernardino,2017.00,Child vs. adult,18+ years,18+ years,6685.00,42.10,
San Diego,2017.00,Child vs. adult,18+ years,18+ years,6048.00,24.30,
San Francisco,2017.00,Child vs. adult,18+ years,18+ years,2198.00,30.00,
San Joaquin,2017.00,Child vs. adult,18+ years,18+ years,3189.00,59.20,
San Luis Obispo,2017.00,Child vs. adult,18+ years,18+ years,530.00,26.20,
San Mateo,2017.00,Child vs. adult,18+ years,18+ years,1594.00,26.80,
Santa Barbara,2017.00,Child vs. adult,18+ years,18+ years,897.00,25.70,
Santa Clara,2017.00,Child vs. adult,18+ years,18+ years,4031.00,27.20,
Santa Cruz,2017.00,Child vs. adult,18+ years,18+ years,482.00,23.40,
Shasta,2017.00,Child vs. adult,18+ years,18+ years,493.00,39.80,
Sierra,2017.00,Child vs. adult,18+ years,18+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2017.00,Child vs. adult,18+ years,18+ years,114.00,38.50,
Solano,2017.00,Child vs. adult,18+ years,18+ years,2651.00,81.60,
Sonoma,2017.00,Child vs. adult,18+ years,18+ years,1377.00,36.00,
Stanislaus,2017.00,Child vs. adult,18+ years,18+ years,1956.00,49.50,
Sutter,2017.00,Child vs. adult,18+ years,18+ years,183.00,26.20,
Tehama,2017.00,Child vs. adult,18+ years,18+ years,211.00,48.80,
Trinity,2017.00,Child vs. adult,18+ years,18+ years,45.00,51.20,
Tulare,2017.00,Child vs. adult,18+ years,18+ years,1080.00,33.00,
Tuolumne,2017.00,Child vs. adult,18+ years,18+ years,182.00,47.50,
Ventura,2017.00,Child vs. adult,18+ years,18+ years,1756.00,27.80,
Yolo,2017.00,Child vs. adult,18+ years,18+ years,600.00,37.90,
Yuba,2017.00,Child vs. adult,18+ years,18+ years,245.00,45.10,
California,2017.00,Age groups,0–4 years,0–4 years,22731.00,91.50,
Alameda,2017.00,Age groups,0–4 years,0–4 years,1151.00,118.30,
Alpine,2017.00,Age groups,0–4 years,0–4 years,0.00,0.00,
Amador,2017.00,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Butte,2017.00,Age groups,0–4 years,0–4 years,73.00,59.60,
Calaveras,2017.00,Age groups,0–4 years,0–4 years,15.00,84.60,
Colusa,2017.00,Age groups,0–4 years,0–4 years,16.00,103.30,
Contra Costa,2017.00,Age groups,0–4 years,0–4 years,709.00,112.70,
Del Norte,2017.00,Age groups,0–4 years,0–4 years,16.00,102.00,
El Dorado,2017.00,Age groups,0–4 years,0–4 years,38.00,48.50,
Fresno,2017.00,Age groups,0–4 years,0–4 years,1702.00,219.30,
Glenn,2017.00,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Humboldt,2017.00,Age groups,0–4 years,0–4 years,53.00,70.40,
Imperial,2017.00,Age groups,0–4 years,0–4 years,145.00,87.80,
Inyo,2017.00,Age groups,0–4 years,0–4 years,12.00,100.50,
Kern,2017.00,Age groups,0–4 years,0–4 years,705.00,101.00,
Kings,2017.00,Age groups,0–4 years,0–4 years,168.00,142.70,
Lake,2017.00,Age groups,0–4 years,0–4 years,29.00,77.10,
Lassen,2017.00,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2017.00,Age groups,0–4 years,0–4 years,6106.00,96.80,
Madera,2017.00,Age groups,0–4 years,0–4 years,220.00,193.40,
Marin,2017.00,Age groups,0–4 years,0–4 years,49.00,41.60,
Mariposa,2017.00,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017.00,Age groups,0–4 years,0–4 years,64.00,124.80,
Merced,2017.00,Age groups,0–4 years,0–4 years,304.00,146.30,
Modoc,2017.00,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2017.00,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2017.00,Age groups,0–4 years,0–4 years,220.00,69.80,
Napa,2017.00,Age groups,0–4 years,0–4 years,47.00,65.20,
Nevada,2017.00,Age groups,0–4 years,0–4 years,24.00,58.50,
Orange,2017.00,Age groups,0–4 years,0–4 years,1324.00,69.20,
Placer,2017.00,Age groups,0–4 years,0–4 years,125.00,67.90,
Plumas,2017.00,Age groups,0–4 years,0–4 years,11.00,,Rate not available due to statistical instability
Riverside,2017.00,Age groups,0–4 years,0–4 years,1154.00,74.90,
Sacramento,2017.00,Age groups,0–4 years,0–4 years,993.00,101.40,
San Benito,2017.00,Age groups,0–4 years,0–4 years,29.00,79.40,
San Bernardino,2017.00,Age groups,0–4 years,0–4 years,1344.00,87.80,
San Diego,2017.00,Age groups,0–4 years,0–4 years,1726.00,77.40,
San Francisco,2017.00,Age groups,0–4 years,0–4 years,523.00,119.90,
San Joaquin,2017.00,Age groups,0–4 years,0–4 years,536.00,104.70,
San Luis Obispo,2017.00,Age groups,0–4 years,0–4 years,95.00,73.20,
San Mateo,2017.00,Age groups,0–4 years,0–4 years,281.00,64.50,
Santa Barbara,2017.00,Age groups,0–4 years,0–4 years,175.00,61.10,
Santa Clara,2017.00,Age groups,0–4 years,0–4 years,591.00,48.80,
Santa Cruz,2017.00,Age groups,0–4 years,0–4 years,118.00,76.30,
Shasta,2017.00,Age groups,0–4 years,0–4 years,72.00,71.90,
Sierra,2017.00,Age groups,0–4 years,0–4 years,0.00,0.00,
Siskiyou,2017.00,Age groups,0–4 years,0–4 years,13.00,57.10,
Solano,2017.00,Age groups,0–4 years,0–4 years,335.00,127.20,
Sonoma,2017.00,Age groups,0–4 years,0–4 years,185.00,73.80,
Stanislaus,2017.00,Age groups,0–4 years,0–4 years,323.00,84.00,
Sutter,2017.00,Age groups,0–4 years,0–4 years,32.00,48.80,
Tehama,2017.00,Age groups,0–4 years,0–4 years,27.00,63.60,
Trinity,2017.00,Age groups,0–4 years,0–4 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017.00,Age groups,0–4 years,0–4 years,397.00,106.20,
Tuolumne,2017.00,Age groups,0–4 years,0–4 years,13.00,57.20,
Ventura,2017.00,Age groups,0–4 years,0–4 years,299.00,58.60,
Yolo,2017.00,Age groups,0–4 years,0–4 years,77.00,60.70,
Yuba,2017.00,Age groups,0–4 years,0–4 years,26.00,43.60,
California,2017.00,Age groups,5–17 years,5–17 years,46056.00,68.20,
Alameda,2017.00,Age groups,5–17 years,5–17 years,2028.00,80.50,
Alpine,2017.00,Age groups,5–17 years,5–17 years,0.00,0.00,
Amador,2017.00,Age groups,5–17 years,5–17 years,28.00,71.60,
Butte,2017.00,Age groups,5–17 years,5–17 years,153.00,45.70,
Calaveras,2017.00,Age groups,5–17 years,5–17 years,35.00,65.10,
Colusa,2017.00,Age groups,5–17 years,5–17 years,21.00,46.70,
Contra Costa,2017.00,Age groups,5–17 years,5–17 years,1495.00,80.80,
Del Norte,2017.00,Age groups,5–17 years,5–17 years,36.00,83.80,
El Dorado,2017.00,Age groups,5–17 years,5–17 years,125.00,46.30,
Fresno,2017.00,Age groups,5–17 years,5–17 years,2669.00,129.90,
Glenn,2017.00,Age groups,5–17 years,5–17 years,18.00,32.60,
Humboldt,2017.00,Age groups,5–17 years,5–17 years,120.00,58.50,
Imperial,2017.00,Age groups,5–17 years,5–17 years,546.00,141.10,
Inyo,2017.00,Age groups,5–17 years,5–17 years,20.00,70.30,
Kern,2017.00,Age groups,5–17 years,5–17 years,1514.00,81.10,
Kings,2017.00,Age groups,5–17 years,5–17 years,338.00,97.60,
Lake,2017.00,Age groups,5–17 years,5–17 years,83.00,84.10,
Lassen,2017.00,Age groups,5–17 years,5–17 years,27.00,67.90,
Los Angeles,2017.00,Age groups,5–17 years,5–17 years,12955.00,77.30,
Madera,2017.00,Age groups,5–17 years,5–17 years,342.00,110.30,
Marin,2017.00,Age groups,5–17 years,5–17 years,116.00,29.40,
Mariposa,2017.00,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017.00,Age groups,5–17 years,5–17 years,128.00,90.90,
Merced,2017.00,Age groups,5–17 years,5–17 years,590.00,99.90,
Modoc,2017.00,Age groups,5–17 years,5–17 years,18.00,136.80,
Mono,2017.00,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2017.00,Age groups,5–17 years,5–17 years,527.00,62.20,
Napa,2017.00,Age groups,5–17 years,5–17 years,105.00,47.90,
Nevada,2017.00,Age groups,5–17 years,5–17 years,56.00,47.30,
Orange,2017.00,Age groups,5–17 years,5–17 years,2504.00,47.10,
Placer,2017.00,Age groups,5–17 years,5–17 years,247.00,43.50,
Plumas,2017.00,Age groups,5–17 years,5–17 years,18.00,81.20,
Riverside,2017.00,Age groups,5–17 years,5–17 years,2777.00,62.90,
Sacramento,2017.00,Age groups,5–17 years,5–17 years,2176.00,82.60,
San Benito,2017.00,Age groups,5–17 years,5–17 years,109.00,103.80,
San Bernardino,2017.00,Age groups,5–17 years,5–17 years,3175.00,74.70,
San Diego,2017.00,Age groups,5–17 years,5–17 years,2565.00,44.00,
San Francisco,2017.00,Age groups,5–17 years,5–17 years,526.00,58.90,
San Joaquin,2017.00,Age groups,5–17 years,5–17 years,1156.00,78.20,
San Luis Obispo,2017.00,Age groups,5–17 years,5–17 years,175.00,46.50,
San Mateo,2017.00,Age groups,5–17 years,5–17 years,471.00,39.40,
Santa Barbara,2017.00,Age groups,5–17 years,5–17 years,399.00,54.00,
Santa Clara,2017.00,Age groups,5–17 years,5–17 years,1243.00,37.80,
Santa Cruz,2017.00,Age groups,5–17 years,5–17 years,172.00,38.00,
Shasta,2017.00,Age groups,5–17 years,5–17 years,157.00,57.30,
Sierra,2017.00,Age groups,5–17 years,5–17 years,0.00,0.00,
Siskiyou,2017.00,Age groups,5–17 years,5–17 years,32.00,50.80,
Solano,2017.00,Age groups,5–17 years,5–17 years,864.00,118.10,
Sonoma,2017.00,Age groups,5–17 years,5–17 years,376.00,52.20,
Stanislaus,2017.00,Age groups,5–17 years,5–17 years,798.00,74.50,
Sutter,2017.00,Age groups,5–17 years,5–17 years,86.00,47.00,
Tehama,2017.00,Age groups,5–17 years,5–17 years,112.00,101.20,
Trinity,2017.00,Age groups,5–17 years,5–17 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Tulare,2017.00,Age groups,5–17 years,5–17 years,657.00,61.30,
Tuolumne,2017.00,Age groups,5–17 years,5–17 years,49.00,76.50,
Ventura,2017.00,Age groups,5–17 years,5–17 years,781.00,53.50,
Yolo,2017.00,Age groups,5–17 years,5–17 years,217.00,58.00,
Yuba,2017.00,Age groups,5–17 years,5–17 years,95.00,60.50,
California,2017.00,Age groups,18–64 years,18–64 years,97990.00,40.20,
Alameda,2017.00,Age groups,18–64 years,18–64 years,4929.00,46.00,
Alpine,2017.00,Age groups,18–64 years,18–64 years,0.00,0.00,
Amador,2017.00,Age groups,18–64 years,18–64 years,114.00,57.10,
Butte,2017.00,Age groups,18–64 years,18–64 years,638.00,49.30,
Calaveras,2017.00,Age groups,18–64 years,18–64 years,118.00,54.90,
Colusa,2017.00,Age groups,18–64 years,18–64 years,22.00,18.10,
Contra Costa,2017.00,Age groups,18–64 years,18–64 years,3919.00,57.60,
Del Norte,2017.00,Age groups,18–64 years,18–64 years,95.00,61.10,
El Dorado,2017.00,Age groups,18–64 years,18–64 years,427.00,42.80,
Fresno,2017.00,Age groups,18–64 years,18–64 years,3040.00,51.50,
Glenn,2017.00,Age groups,18–64 years,18–64 years,86.00,51.50,
Humboldt,2017.00,Age groups,18–64 years,18–64 years,634.00,79.50,
Imperial,2017.00,Age groups,18–64 years,18–64 years,513.00,46.20,
Inyo,2017.00,Age groups,18–64 years,18–64 years,68.00,76.90,
Kern,2017.00,Age groups,18–64 years,18–64 years,2419.00,44.10,
Kings,2017.00,Age groups,18–64 years,18–64 years,528.00,59.10,
Lake,2017.00,Age groups,18–64 years,18–64 years,313.00,87.50,
Lassen,2017.00,Age groups,18–64 years,18–64 years,89.00,42.30,
Los Angeles,2017.00,Age groups,18–64 years,18–64 years,27020.00,41.70,
Madera,2017.00,Age groups,18–64 years,18–64 years,360.00,39.30,
Marin,2017.00,Age groups,18–64 years,18–64 years,303.00,21.10,
Mariposa,2017.00,Age groups,18–64 years,18–64 years,48.00,53.90,
Mendocino,2017.00,Age groups,18–64 years,18–64 years,339.00,69.60,
Merced,2017.00,Age groups,18–64 years,18–64 years,1072.00,66.30,
Modoc,2017.00,Age groups,18–64 years,18–64 years,52.00,122.50,
Mono,2017.00,Age groups,18–64 years,18–64 years,30.00,37.70,
Monterey,2017.00,Age groups,18–64 years,18–64 years,1036.00,38.50,
Napa,2017.00,Age groups,18–64 years,18–64 years,310.00,37.30,
Nevada,2017.00,Age groups,18–64 years,18–64 years,194.00,38.90,
Orange,2017.00,Age groups,18–64 years,18–64 years,4485.00,22.60,
Placer,2017.00,Age groups,18–64 years,18–64 years,676.00,31.50,
Plumas,2017.00,Age groups,18–64 years,18–64 years,49.00,59.10,
Riverside,2017.00,Age groups,18–64 years,18–64 years,5464.00,38.50,
Sacramento,2017.00,Age groups,18–64 years,18–64 years,6333.00,68.40,
San Benito,2017.00,Age groups,18–64 years,18–64 years,175.00,51.20,
San Bernardino,2017.00,Age groups,18–64 years,18–64 years,6071.00,45.70,
San Diego,2017.00,Age groups,18–64 years,18–64 years,5213.00,25.70,
San Francisco,2017.00,Age groups,18–64 years,18–64 years,1884.00,31.60,
San Joaquin,2017.00,Age groups,18–64 years,18–64 years,2895.00,64.90,
San Luis Obispo,2017.00,Age groups,18–64 years,18–64 years,452.00,28.70,
San Mateo,2017.00,Age groups,18–64 years,18–64 years,1279.00,27.30,
Santa Barbara,2017.00,Age groups,18–64 years,18–64 years,754.00,26.50,
Santa Clara,2017.00,Age groups,18–64 years,18–64 years,3457.00,28.30,
Santa Cruz,2017.00,Age groups,18–64 years,18–64 years,428.00,25.60,
Shasta,2017.00,Age groups,18–64 years,18–64 years,442.00,45.20,
Sierra,2017.00,Age groups,18–64 years,18–64 years,,,Count and rate suppressed in accordance with data de-identification guidelines
Siskiyou,2017.00,Age groups,18–64 years,18–64 years,102.00,44.00,
Solano,2017.00,Age groups,18–64 years,18–64 years,2342.00,89.20,
Sonoma,2017.00,Age groups,18–64 years,18–64 years,1109.00,37.70,
Stanislaus,2017.00,Age groups,18–64 years,18–64 years,1777.00,54.50,
Sutter,2017.00,Age groups,18–64 years,18–64 years,162.00,28.70,
Tehama,2017.00,Age groups,18–64 years,18–64 years,190.00,55.30,
Trinity,2017.00,Age groups,18–64 years,18–64 years,37.00,57.20,
Tulare,2017.00,Age groups,18–64 years,18–64 years,980.00,35.90,
Tuolumne,2017.00,Age groups,18–64 years,18–64 years,147.00,52.40,
Ventura,2017.00,Age groups,18–64 years,18–64 years,1524.00,29.80,
Yolo,2017.00,Age groups,18–64 years,18–64 years,498.00,37.60,
Yuba,2017.00,Age groups,18–64 years,18–64 years,211.00,47.00,
California,2017.00,Age groups,65+ years,65+ years,13276.00,23.40,
Alameda,2017.00,Age groups,65+ years,65+ years,834.00,36.40,
Alpine,2017.00,Age groups,65+ years,65+ years,0.00,0.00,
Amador,2017.00,Age groups,65+ years,65+ years,24.00,25.70,
Butte,2017.00,Age groups,65+ years,65+ years,72.00,17.60,
Calaveras,2017.00,Age groups,65+ years,65+ years,30.00,24.70,
Colusa,2017.00,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Contra Costa,2017.00,Age groups,65+ years,65+ years,583.00,32.10,
Del Norte,2017.00,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
El Dorado,2017.00,Age groups,65+ years,65+ years,60.00,16.10,
Fresno,2017.00,Age groups,65+ years,65+ years,372.00,31.70,
Glenn,2017.00,Age groups,65+ years,65+ years,16.00,36.50,
Humboldt,2017.00,Age groups,65+ years,65+ years,44.00,18.20,
Imperial,2017.00,Age groups,65+ years,65+ years,87.00,36.50,
Inyo,2017.00,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Kern,2017.00,Age groups,65+ years,65+ years,215.00,21.80,
Kings,2017.00,Age groups,65+ years,65+ years,40.00,25.00,
Lake,2017.00,Age groups,65+ years,65+ years,57.00,40.10,
Lassen,2017.00,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Los Angeles,2017.00,Age groups,65+ years,65+ years,3423.00,24.30,
Madera,2017.00,Age groups,65+ years,65+ years,57.00,26.20,
Marin,2017.00,Age groups,65+ years,65+ years,96.00,16.90,
Mariposa,2017.00,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mendocino,2017.00,Age groups,65+ years,65+ years,36.00,17.80,
Merced,2017.00,Age groups,65+ years,65+ years,101.00,32.60,
Modoc,2017.00,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Mono,2017.00,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Monterey,2017.00,Age groups,65+ years,65+ years,133.00,22.50,
Napa,2017.00,Age groups,65+ years,65+ years,75.00,29.00,
Nevada,2017.00,Age groups,65+ years,65+ years,32.00,12.30,
Orange,2017.00,Age groups,65+ years,65+ years,771.00,16.60,
Placer,2017.00,Age groups,65+ years,65+ years,145.00,19.00,
Plumas,2017.00,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
Riverside,2017.00,Age groups,65+ years,65+ years,681.00,19.50,
